antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,lenght
"frozenset({'seguro auto', 'seguro vida PF', 'seguro vida Emp'})",frozenset({'Seguro Residencial'}),0.19745083758193735,0.33248361252731246,0.19708667152221412,0.9981556621172999,3.002119877518188,0.13143750374642796,361.9273852876915,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Poupanca', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.1224326292789512,0.3455207574654042,0.12141296431172614,0.9916716240333135,2.8700782879378997,0.0791099495047819,78.58425762147581,4
"frozenset({'seguro auto', 'Seguro Residencial', 'seguro vida Emp'})",frozenset({'seguro vida PF'}),0.19898033503277496,0.2501820830298616,0.19708667152221412,0.9904831625183015,3.959049147416675,0.14730535682173473,78.78855958316889,3
"frozenset({'seguro vida PF', 'Seguro Residencial', 'seguro vida Emp'})",frozenset({'seguro auto'}),0.19963583394027676,0.2789512017479971,0.19708667152221412,0.9872309376140095,3.539081141890431,0.14139801573261035,56.468421600249705,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.12301529497450837,0.33648943918426805,0.12141296431172614,0.9869745411486086,2.9331516125477046,0.0800196166946665,50.93951532808037,4
"frozenset({'Emprestimo _limite_especial', 'Emprestimo _consignado'})",frozenset({'Emprestimo _pessoal'}),0.12126729788783686,0.21194464675892208,0.11951930080116534,0.9855855855855856,4.650202780099687,0.09381734618691878,54.67134013109992,2
"frozenset({'seguro auto', 'seguro vida PF', 'Seguro Residencial'})",frozenset({'seguro vida Emp'}),0.20021849963583394,0.3425345957756737,0.19708667152221412,0.9843579483448527,2.873747529401409,0.12850490868264186,42.031916190992426,3
"frozenset({'seguro auto', 'seguro vida PF'})",frozenset({'Seguro Residencial'}),0.20364166059723235,0.33248361252731246,0.20021849963583394,0.9831902718168812,2.957108966494147,0.13251098465940525,39.710123816460246,2
"frozenset({'Emprestimo _viagem', 'Emprestimo _educacao', 'Investimento CDB'})",frozenset({'Investimento Fundos'}),0.1179169701383831,0.3410050983248361,0.11522214129643117,0.9771463866584311,2.8654890834729305,0.07501185330022508,28.835479616542973,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.12454479242534595,0.3454479242534596,0.12141296431172614,0.9748538011695906,2.8219993021417835,0.07838922429181239,26.0298616168973,4
"frozenset({'Emprestimo _viagem', 'Investimento Fundos', 'Emprestimo _educacao'})",frozenset({'Investimento CDB'}),0.11828113619810633,0.4946831755280408,0.11522214129643117,0.9741379310344828,1.9692158117054546,0.05671045323688723,19.53891721291576,3
"frozenset({'Emprestimo _pessoal', 'Emprestimo _consignado'})",frozenset({'Emprestimo _limite_especial'}),0.12286962855061909,0.16132556445739257,0.11951930080116534,0.972732661529342,6.029625030608517,0.09969728862056655,30.757473320877782,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Investimento Fundos_commodities'}),0.10509832483612527,0.3455207574654042,0.10203932993445011,0.9708939708939709,2.8099439756269438,0.06572567712872701,22.486036832795754,4
"frozenset({'seguro vida PF', 'seguro vida Emp'})",frozenset({'Seguro Residencial'}),0.20582665695557173,0.33248361252731246,0.19963583394027676,0.9699221514508138,2.917202878295657,0.1312018434812684,22.19295659997427,2
"frozenset({'seguro auto', 'seguro vida PF'})",frozenset({'seguro vida Emp'}),0.20364166059723235,0.3425345957756737,0.19745083758193735,0.969599427753934,2.8306613104532246,0.12769652368617743,21.626744355425966,2
"frozenset({'seguro auto', 'seguro vida PF'})","frozenset({'Seguro Residencial', 'seguro vida Emp'})",0.20364166059723235,0.22432629278951202,0.19708667152221412,0.9678111587982832,4.314301042305334,0.15140449274293694,24.097596504005757,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.13321194464675892,0.3455207574654042,0.12825928623452293,0.9628212137780207,2.7865799462841956,0.0822317942167353,17.60356668523194,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento LCI'}),0.10619082301529498,0.33648943918426805,0.10203932993445011,0.9609053497942387,2.8556775871590685,0.06630723945151765,16.971901713497147,4
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.13357611070648215,0.33648943918426805,0.12825928623452293,0.9601962922573609,2.8535703663838885,0.08331233565448304,16.66956669227467,3
"frozenset({'seguro vida PF', 'seguro vida Emp'})",frozenset({'seguro auto'}),0.20582665695557173,0.2789512017479971,0.19745083758193735,0.9593064401981599,3.438975828699931,0.14003524427240788,17.718990468349205,2
"frozenset({'Investimento Fundos', 'Emprestimo _educacao', 'Investimento CDB'})",frozenset({'Emprestimo _viagem'}),0.12017479970866715,0.24879825200291333,0.11522214129643117,0.9587878787878787,3.8536761053154494,0.08532286119411456,18.227689473458703,3
"frozenset({'seguro vida PF', 'seguro vida Emp'})","frozenset({'seguro auto', 'Seguro Residencial'})",0.20582665695557173,0.21070648215586307,0.19708667152221412,0.9575371549893843,4.544412422400362,0.153717660701204,18.58786234522943,2
"frozenset({'Emprestimo _viagem', 'Emprestimo _educacao'})",frozenset({'Investimento Fundos'}),0.1236707938820102,0.3410050983248361,0.11828113619810633,0.956419316843345,2.8047067962962684,0.0761087649704609,15.121261392492245,2
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento Fundos_cambiais'}),0.1067006554989075,0.3454479242534596,0.10203932993445011,0.9563139931740614,2.768330408239482,0.06517980997586903,14.983106108885641,4
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos'})",frozenset({'Investimento Fundos_commodities'}),0.11871813546977422,0.3455207574654042,0.11347414420975965,0.9558282208588957,2.766340951178887,0.07245456411736279,14.816682851824888,3
"frozenset({'Emprestimo _pessoal', 'Emprestimo _limite_especial'})",frozenset({'Emprestimo _consignado'}),0.12534595775673707,0.1607428987618354,0.11951930080116534,0.9535153980244044,5.931928597587255,0.09937082820326885,18.054518390386026,2
"frozenset({'Emprestimo _viagem', 'Emprestimo _educacao'})",frozenset({'Investimento CDB'}),0.1236707938820102,0.4946831755280408,0.1179169701383831,0.9534746760895171,1.927445127018414,0.056739109100756496,10.861113518397302,2
"frozenset({'seguro auto', 'Seguro Residencial'})",frozenset({'seguro vida PF'}),0.21070648215586307,0.2501820830298616,0.20021849963583394,0.950224680262703,3.798132419215986,0.14750351302218576,15.064050234684776,2
"frozenset({'Investimento LCI', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.13503277494537508,0.3454479242534596,0.12825928623452293,0.9498381877022654,2.749584296258086,0.08161249442345854,13.048812348753607,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Poupanca'})",frozenset({'Investimento Fundos_commodities'}),0.14493809176984704,0.3455207574654042,0.13765477057538236,0.949748743718593,2.748745837111358,0.08757565132147455,13.024136926438457,3
"frozenset({'seguro auto', 'seguro vida Emp'})",frozenset({'Seguro Residencial'}),0.20954115076474872,0.33248361252731246,0.19898033503277496,0.9496002780674314,2.856081449696787,0.1293113362533811,13.244445839716718,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.12825928623452293,0.41784413692643846,0.12141296431172614,0.9466212379329927,2.265488861220148,0.06782057355226087,10.906132711410033,4
"frozenset({'Investimento Poupanca', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.131755280407866,0.33648943918426805,0.12454479242534595,0.9452736318407959,2.8092222868342267,0.08021053201133715,12.124147520360173,3
"frozenset({'seguro auto', 'Seguro Residencial'})",frozenset({'seguro vida Emp'}),0.21070648215586307,0.3425345957756737,0.19898033503277496,0.9443484272381611,2.756943207735478,0.12680607534020222,11.813959095782474,2
"frozenset({'seguro auto', 'seguro vida Emp'})",frozenset({'seguro vida PF'}),0.20954115076474872,0.2501820830298616,0.19745083758193735,0.9423010079944386,3.7664607976022246,0.14502739600313824,12.995338235681245,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCI'}),0.14632192279679535,0.33648943918426805,0.13765477057538236,0.940766550522648,2.7958278655142763,0.08841898883312493,11.201619467889108,3
"frozenset({'seguro auto', 'seguro vida Emp'})","frozenset({'seguro vida PF', 'Seguro Residencial'})",0.20954115076474872,0.21813546977421705,0.19708667152221412,0.940563086548488,4.3118301096196125,0.15137831416311562,13.154527798009218,2
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento Fundos_commodities'})",frozenset({'Investimento Fundos_cambiais'}),0.14697742170429717,0.3454479242534596,0.13765477057538236,0.9365708622398412,2.7111781443291205,0.08688172533550753,10.319422569191515,3
"frozenset({'Investimento Fundos', 'Emprestimo _educacao'})",frozenset({'Investimento CDB'}),0.12847778587035688,0.4946831755280408,0.12017479970866715,0.935374149659864,1.8908549874602374,0.056619000609507364,7.819112968145058,2
"frozenset({'seguro auto', 'Seguro Residencial'})","frozenset({'seguro vida PF', 'seguro vida Emp'})",0.21070648215586307,0.20582665695557173,0.19708667152221412,0.935361216730038,4.544412422400362,0.153717660701204,12.28632877768733,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCI'}),0.1213401310997815,0.33648943918426805,0.11347414420975965,0.9351740696278511,2.779207787010908,0.07264447154544862,10.235264762213044,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento CDB'})",frozenset({'Investimento Fundos_commodities'}),0.1369264384559359,0.3455207574654042,0.128040786598689,0.9351063829787234,2.706368178393312,0.08072985986635398,10.085417835779015,3
"frozenset({'Investimento Poupanca', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.131755280407866,0.3454479242534596,0.12301529497450837,0.9336650082918739,2.702766300621427,0.07750070684817856,9.867372541879092,3
"frozenset({'Emprestimo _viagem', 'Emprestimo _educacao'})","frozenset({'Investimento Fundos', 'Investimento CDB'})",0.1236707938820102,0.23124544792425347,0.11522214129643117,0.9316843345111896,4.028984539476735,0.08662383317003769,11.252976115729455,2
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento Fundos_commodities'})",frozenset({'Investimento Fundos_cambiais'}),0.12192279679533867,0.3454479242534596,0.11347414420975965,0.930704898446834,2.6941973973592725,0.07135616713763356,9.445863575859569,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.13233794610342317,0.3455207574654042,0.12301529497450837,0.9295542102366537,2.690299179289472,0.07728978759543775,9.290537372541868,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.13415877640203933,0.3455207574654042,0.12454479242534595,0.9283387622149837,2.6867814513515444,0.07819015038228153,9.132960339005491,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.13233794610342317,0.33648943918426805,0.1224326292789512,0.9251513483764445,2.7494216478806455,0.07790230801181244,8.864696242663104,3
"frozenset({'Investimento LCI', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.13503277494537508,0.41784413692643846,0.12454479242534595,0.9223300970873787,2.207354407008839,0.0681221391215137,7.495256737072108,3
"frozenset({'Investimento Poupanca', 'Investimento Fundos_commodities', 'Investimento LCA'})","frozenset({'Investimento Fundos_cambiais', 'Investimento LCI'})",0.131755280407866,0.2026219956300073,0.12141296431172614,0.9215035931453841,4.547895159556479,0.09471644646069313,10.15814654862898,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.13357611070648215,0.41784413692643846,0.12301529497450837,0.920937840785169,2.204022407875261,0.06720130028236795,7.363267950875255,3
"frozenset({'Investimento Fundos', 'Emprestimo _educacao'})",frozenset({'Emprestimo _viagem'}),0.12847778587035688,0.24879825200291333,0.11828113619810633,0.9206349206349206,3.700327125385673,0.08631608765235695,9.465142024763287,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.13321194464675892,0.41784413692643846,0.1224326292789512,0.9190814652815746,2.1995796615506396,0.06677079923973372,7.194345091632054,3
"frozenset({'seguro vida PF', 'Seguro Residencial'})",frozenset({'seguro auto'}),0.21813546977421705,0.2789512017479971,0.20021849963583394,0.9178631051752921,3.290407424035708,0.1393693481984522,8.77862256408434,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento LCA'})","frozenset({'Investimento LCI', 'Investimento Fundos_commodities'})",0.13233794610342317,0.20742898761835396,0.12141296431172614,0.9174463401210786,4.4229418012157335,0.09396223812800078,9.60067686331633,3
"frozenset({'seguro vida PF', 'Seguro Residencial'})",frozenset({'seguro vida Emp'}),0.21813546977421705,0.3425345957756737,0.19963583394027676,0.9151919866444073,2.671823511934449,0.12491688897682864,7.75239718760573,2
"frozenset({'Investimento LCI', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento Fundos_cambiais'}),0.13991260014566642,0.3454479242534596,0.128040786598689,0.9151483602290474,2.649164449914573,0.07970826930146424,7.714076917233774,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.13415877640203933,0.3454479242534596,0.1224326292789512,0.9125950054288816,2.6417730180346917,0.07608775845048268,7.488726233075322,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento LCI'}),0.1403495994173343,0.33648943918426805,0.128040786598689,0.9122989102231448,2.7112259821133717,0.08081462860101352,7.565590832496542,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento LCA'})","frozenset({'Investimento Poupanca', 'Investimento Fundos_commodities'})",0.13321194464675892,0.1876911871813547,0.12141296431172614,0.9114270092946966,4.855992564073024,0.09641025627423905,9.171066781761125,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities', 'Investimento LCA'})","frozenset({'Investimento LCI', 'Investimento Poupanca'})",0.13357611070648215,0.19213401310997816,0.12141296431172614,0.9089422028353327,4.7307719654773,0.095748450106067,8.872013293151504,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento LCA'})","frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities'})",0.13415877640203933,0.20742898761835396,0.12141296431172614,0.9049945711183496,4.362912732252437,0.093584545142534,8.342376027468521,3
"frozenset({'seguro vida PF', 'Seguro Residencial'})","frozenset({'seguro auto', 'seguro vida Emp'})",0.21813546977421705,0.20954115076474872,0.19708667152221412,0.9035058430717863,4.3118301096196125,0.15137831416311562,8.19177942373556,2
"frozenset({'Emprestimo _educacao', 'Investimento CDB'})",frozenset({'Investimento Fundos'}),0.1335032774945375,0.3410050983248361,0.12017479970866715,0.900163666121113,2.6397366800177022,0.07464950143995451,6.600752211861072,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos', 'Investimento Fundos_commodities'})",frozenset({'Investimento CDB'}),0.11347414420975965,0.4946831755280408,0.10203932993445011,0.8992297817715019,1.8177892967789637,0.045905579936439365,5.014545302721736,4
"frozenset({'Investimento LCI', 'Investimento Fundos_commodities', 'Investimento LCA'})","frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca'})",0.13503277494537508,0.19759650400582665,0.12141296431172614,0.8991370010787487,4.55036897339153,0.09473096005631446,7.955380115364697,3
"frozenset({'Investimento Fundos', 'Emprestimo _educacao'})","frozenset({'Emprestimo _viagem', 'Investimento CDB'})",0.12847778587035688,0.16933721777130373,0.11522214129643117,0.8968253968253969,5.296091483188257,0.09346607049172762,8.051039273908906,2
"frozenset({'Seguro Residencial', 'seguro vida Emp'})",frozenset({'seguro vida PF'}),0.22432629278951202,0.2501820830298616,0.19963583394027676,0.8899350649350649,3.5571494735250195,0.14351341473183002,6.812504968342259,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI'})",frozenset({'Investimento Fundos_commodities'}),0.2026219956300073,0.3455207574654042,0.17982520029133284,0.8874910136592379,2.5685606276436204,0.1098150948821009,5.817128602975221,2
"frozenset({'Emprestimo _viagem', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Emprestimo _educacao'}),0.12986161689730516,0.1599417334304443,0.11522214129643117,0.8872686483454852,5.547449244892309,0.09445184918379591,7.451860145738902,3
"frozenset({'Seguro Residencial', 'seguro vida Emp'})",frozenset({'seguro auto'}),0.22432629278951202,0.2789512017479971,0.19898033503277496,0.887012987012987,3.1798141805974702,0.13640424607546753,6.381696260391291,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos'})",frozenset({'Investimento CDB'}),0.11871813546977422,0.4946831755280408,0.10509832483612527,0.8852760736196319,1.7895819332740792,0.04637046058916922,4.404633282830447,3
"frozenset({'Emprestimo _educacao', 'Investimento CDB'})",frozenset({'Emprestimo _viagem'}),0.1335032774945375,0.24879825200291333,0.1179169701383831,0.883251500272777,3.5500711647380645,0.0847015880610823,6.434358897563838,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Poupanca', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCA'}),0.13765477057538236,0.2976693372177713,0.12141296431172614,0.882010582010582,2.9630548791302402,0.0804373599896877,5.952488576943554,4
"frozenset({'Emprestimo _viagem', 'Investimento Fundos'})",frozenset({'Investimento CDB'}),0.14763292061179897,0.4946831755280408,0.12986161689730516,0.8796250616674889,1.778158435909102,0.056830094916581295,4.197857390183038,2
"frozenset({'Seguro Residencial', 'seguro vida Emp'})","frozenset({'seguro auto', 'seguro vida PF'})",0.22432629278951202,0.20364166059723235,0.19708667152221412,0.8785714285714286,4.314301042305334,0.15140449274293694,6.558245148022792,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento Fundos_commodities'})",frozenset({'Investimento CDB'}),0.1213401310997815,0.4946831755280408,0.10619082301529498,0.8751500600240096,1.76911223853499,0.04616590164386628,4.047393411395598,3
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento Fundos_commodities'})",frozenset({'Investimento CDB'}),0.12192279679533867,0.4946831755280408,0.1067006554989075,0.8751493428912784,1.7691107888541302,0.046387499210929335,4.047370163473972,3
"frozenset({'seguro vida PF', 'Investimento CDB'})",frozenset({'Seguro Residencial'}),0.12425345957756737,0.33248361252731246,0.10786598689002184,0.8681125439624854,2.6109934783362374,0.06655374778065586,5.0612575867929115,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCI'}),0.20742898761835396,0.33648943918426805,0.17982520029133284,0.8669241573033708,2.5763785021158614,0.11002753657707243,4.985957987343548,2
"frozenset({'Investimento LCI', 'Investimento Fundos_commodities'})",frozenset({'Investimento Fundos_cambiais'}),0.20742898761835396,0.3454479242534596,0.17982520029133284,0.8669241573033708,2.509565397380409,0.10816928708857589,4.9186393449238714,2
"frozenset({'Emprestimo _educacao', 'Investimento CDB'})","frozenset({'Emprestimo _viagem', 'Investimento Fundos'})",0.1335032774945375,0.14763292061179897,0.11522214129643117,0.8630660120021822,5.846026810453854,0.09551266252866515,6.224656798878776,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Fundos'})","frozenset({'Investimento Fundos_commodities', 'Investimento CDB'})",0.11871813546977422,0.19679533867443555,0.10203932993445011,0.8595092024539878,4.367528256733253,0.07867615425787838,5.717133615548779,3
"frozenset({'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.1579024034959942,0.33648943918426805,0.13503277494537508,0.8551660516605164,2.5414350409737856,0.08190028374715999,4.5811811969697604,2
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Investimento Fundos_commodities'}),0.1250546249089585,0.3455207574654042,0.1067006554989075,0.8532323820617356,2.4694099084543906,0.06349168677581216,4.459289124729765,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCA'}),0.14697742170429717,0.2976693372177713,0.12454479242534595,0.8473736372646183,2.84669440656795,0.08079412072065095,4.601634017839405,3
"frozenset({'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.1579024034959942,0.3454479242534596,0.13357611070648215,0.845940959409594,2.448823397152377,0.07902905318415873,4.248709282091314,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Poupanca'})",frozenset({'Investimento LCA'}),0.14493809176984704,0.2976693372177713,0.1224326292789512,0.8447236180904523,2.8377918464355054,0.07928900356421231,4.523100384908205,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento Fundos_commodities'})","frozenset({'Investimento LCI', 'Investimento CDB'})",0.1213401310997815,0.1957756737072105,0.10203932993445011,0.84093637454982,4.295407895300977,0.07828388402066914,5.055991424919953,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento Fundos_commodities'})",frozenset({'Investimento LCA'}),0.14632192279679535,0.2976693372177713,0.12301529497450837,0.8407167745146839,2.824331126519846,0.0794597451951564,4.409319692279678,3
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Investimento Fundos_cambiais'}),0.1250546249089585,0.3454479242534596,0.10509832483612527,0.8404193360512521,2.4328394442301686,0.061898464243030575,4.101700416265727,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCI', 'Investimento Poupanca'})","frozenset({'Investimento Fundos_commodities', 'Investimento LCA'})",0.14493809176984704,0.1579024034959942,0.12141296431172614,0.8376884422110553,5.305102542231452,0.09852689126314432,5.188155470721275,3
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento Fundos_commodities'})","frozenset({'Investimento Fundos_cambiais', 'Investimento CDB'})",0.12192279679533867,0.2015294974508376,0.10203932993445011,0.8369175627240144,4.152829105963396,0.07746828996848493,4.896115828817943,3
"frozenset({'Investimento Fundos_commodities', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.1579024034959942,0.41784413692643846,0.131755280407866,0.834409594095941,1.9969398164436585,0.06577668690047206,3.5156376354971623,2
"frozenset({'Investimento LCI', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.16241806263656228,0.3455207574654042,0.13503277494537508,0.8313901345291479,2.406194466080354,0.0789139629171266,3.881618911840819,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Poupanca', 'Investimento Fundos_commodities'})","frozenset({'Investimento LCI', 'Investimento LCA'})",0.14632192279679535,0.16241806263656228,0.12141296431172614,0.8297660527625684,5.1088286566950964,0.09764764108981401,4.920181614512123,3
"frozenset({'Investimento Fundos', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento LCI'}),0.1291332847778587,0.33648943918426805,0.1067006554989075,0.826283135927806,2.455599016512722,0.06324866892398345,3.819494234825626,3
"frozenset({'Investimento LCI', 'Investimento Poupanca', 'Investimento Fundos_commodities'})","frozenset({'Investimento Fundos_cambiais', 'Investimento LCA'})",0.14697742170429717,0.16249089584850693,0.12141296431172614,0.826065411298315,5.083764274821096,0.09753047138949111,4.815080832415132,3
"frozenset({'Investimento LCI', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.16241806263656228,0.41784413692643846,0.13415877640203933,0.8260089686098654,1.976835129686849,0.06629334119840075,3.3458958109640244,2
"frozenset({'Investimento Fundos', 'Investimento Fundos_commodities', 'Investimento CDB'})",frozenset({'Investimento Fundos_cambiais'}),0.1291332847778587,0.3454479242534596,0.10619082301529498,0.8223350253807107,2.3804891204885426,0.06158199783675281,3.6841931120590994,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCA'})",frozenset({'Investimento Fundos_commodities'}),0.16249089584850693,0.3455207574654042,0.13357611070648215,0.8220528910802329,2.3791707829956996,0.07743213329167392,3.6779425443190985,2
"frozenset({'seguro vida PF', 'Investimento CDB'})",frozenset({'seguro vida Emp'}),0.12425345957756737,0.3425345957756737,0.10196649672250546,0.82063305978898,2.395766938316542,0.05940538817237442,3.665477057538237,2
"frozenset({'Investimento LCI', 'Investimento LCA'})",frozenset({'Investimento Fundos_cambiais'}),0.16241806263656228,0.3454479242534596,0.13321194464675892,0.8201793721973094,2.374248952196723,0.0771049620476901,3.6400277529047007,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCA'})",frozenset({'Investimento LCI'}),0.16249089584850693,0.33648943918426805,0.13321194464675892,0.8198117436127297,2.4363669350222463,0.07853547423014551,3.6823185601489987,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Investimento Fundos_commodities'}),0.12964311726147124,0.3455207574654042,0.10619082301529498,0.8191011235955056,2.3706278303048673,0.061396434938935214,3.617928732023541,3
"frozenset({'Investimento LCI', 'Investimento Fundos', 'Investimento CDB'})","frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos_commodities'})",0.1250546249089585,0.20742898761835396,0.10203932993445011,0.8159580663948748,3.9336742456466403,0.07609937569259187,4.306469709681286,3
"frozenset({'Investimento Fundos_cambiais', 'Investimento LCA'})",frozenset({'Investimento Poupanca'}),0.16249089584850693,0.41784413692643846,0.13233794610342317,0.8144329896907216,1.9491310699762259,0.0644420779692,3.137173262118637,2
"frozenset({'Investimento Fundos_commodities', 'Investimento LCA'})","frozenset({'Investimento Fundos_cambiais', 'Investimento LCI'})",0.1579024034959942,0.2026219956300073,0.12825928623452293,0.8122693726937268,4.008791691978745,0.09626478612338996,4.247458264064233,2
"frozenset({'seguro vida PF', 'Investimento CDB'})",frozenset({'seguro auto'}),0.12425345957756737,0.2789512017479971,0.10087399854333576,0.8118405627198124,2.910331834502095,0.06621334667282716,3.83211604304647,2
"frozenset({'Investimento Fundos_cambiais', 'Investimento Fundos', 'Investimento CDB'})",frozenset({'Investimento LCI'}),0.12964311726147124,0.33648943918426805,0.10509832483612527,0.8106741573033708,2.409211294323654,0.06147478501471252,3.504595840510394,3
"frozenset({'Investimento LCI', 'Investimento Fundos'})",frozenset({'Investimento CDB'}),0.15571740713765478,0.4946831755280408,0.1250546249089585,0.803086997193639,1.62343705410316,0.04802384346111062,2.5661932796224445,2
"frozenset({'Emprestimo _viagem', 'Investimento Fundos'})",frozenset({'Emprestimo _educacao'}),0.14763292061179897,0.1599417334304443,0.11828113619810633,0.8011840157868771,5.009224288139263,0.09466847096405603,4.22530547478037,2
